Data from 17600_3_HRD10591_00040.txt Node
Date: Mon Jan 19 14:09:43 EST 2026
User: Yrep
Spectrometer: HR+D1059
Trigger mode: 1
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
223.165	-20.81
223.4	-20.81
223.635	-20.81
223.869	-8.81
224.104	-17.81
224.338	-12.81
224.573	-7.81
224.808	-16.81
225.042	-9.81
225.277	-12.81
225.511	8.19
225.746	-15.81
225.98	9.19
226.215	4.19
226.449	17.19
226.683	22.19
226.918	31.19
227.152	31.19
227.387	47.19
227.621	55.19
227.856	42.19
228.09	68.19
228.324	69.19
228.559	56.19
228.793	51.19
229.027	69.19
229.262	60.19
229.496	75.19
229.73	63.19
229.964	69.19
230.199	65.19
230.433	78.19
230.667	74.19
230.901	81.19
231.136	77.19
231.37	82.19
231.604	68.19
231.838	73.19
232.072	81.19
232.306	75.19
232.541	81.19
232.775	70.19
233.009	80.19
233.243	96.19
233.477	84.19
233.711	72.19
233.945	71.19
234.179	74.19
234.413	82.19
234.647	67.19
234.881	81.19
235.115	78.19
235.349	76.19
235.583	85.19
235.817	86.19
236.051	85.19
236.285	75.19
236.519	72.19
236.753	78.19
236.987	67.19
237.221	81.19
237.455	61.19
237.689	77.19
237.922	76.19
238.156	88.19
238.39	71.19
238.624	81.19
238.858	68.19
239.091	93.19
239.325	92.19
239.559	63.19
239.793	77.19
240.027	83.19
240.26	75.19
240.494	96.19
240.728	76.19
240.961	87.19
241.195	92.19
241.429	77.19
241.662	76.19
241.896	69.19
242.13	86.19
242.363	79.19
242.597	64.19
242.83	67.19
243.064	71.19
243.298	80.19
243.531	87.19
243.765	87.19
243.998	71.19
244.232	84.19
244.465	91.19
244.699	89.19
244.932	89.19
245.166	88.19
245.399	68.19
245.633	68.19
245.866	76.19
246.099	73.19
246.333	83.19
246.566	73.19
246.8	80.19
247.033	75.19
247.266	81.19
247.5	75.19
247.733	77.19
247.966	91.19
248.2	79.19
248.433	69.19
248.666	71.19
248.899	67.19
249.133	90.19
249.366	83.19
249.599	86.19
249.832	79.19
250.066	73.19
250.299	74.19
250.532	73.19
250.765	91.19
250.998	79.19
251.231	80.19
251.465	80.19
251.698	73.19
251.931	96.19
252.164	76.19
252.397	70.19
252.63	81.19
252.863	75.19
253.096	84.19
253.329	82.19
253.562	75.19
253.795	81.19
254.028	95.19
254.261	85.19
254.494	72.19
254.727	95.19
254.96	98.19
255.193	86.19
255.426	88.19
255.659	70.19
255.892	68.19
256.124	84.19
256.357	75.19
256.59	73.19
256.823	93.19
257.056	80.19
257.289	77.19
257.521	83.19
257.754	87.19
257.987	88.19
258.22	81.19
258.452	75.19
258.685	83.19
258.918	95.19
259.151	94.19
259.383	86.19
259.616	86.19
259.849	88.19
260.081	74.19
260.314	87.19
260.547	85.19
260.779	64.19
261.012	71.19
261.244	77.19
261.477	82.19
261.71	73.19
261.942	87.19
262.175	82.19
262.407	61.19
262.64	81.19
262.872	83.19
263.105	69.19
263.337	75.19
263.57	75.19
263.802	89.19
264.035	72.19
264.267	85.19
264.499	76.19
264.732	82.19
264.964	89.19
265.197	82.19
265.429	85.19
265.661	59.19
265.894	72.19
266.126	75.19
266.358	71.19
266.591	94.19
266.823	83.19
267.055	84.19
267.287	86.19
267.52	81.19
267.752	76.19
267.984	88.19
268.216	84.19
268.448	78.19
268.681	86.19
268.913	94.19
269.145	80.19
269.377	78.19
269.609	90.19
269.841	85.19
270.073	74.19
270.306	77.19
270.538	88.19
270.77	88.19
271.002	82.19
271.234	86.19
271.466	82.19
271.698	87.19
271.93	73.19
272.162	88.19
272.394	103.19
272.626	94.19
272.858	92.19
273.09	89.19
273.322	88.19
273.553	101.19
273.785	92.19
274.017	95.19
274.249	92.19
274.481	87.19
274.713	81.19
274.945	87.19
275.176	87.19
275.408	87.19
275.64	90.19
275.872	85.19
276.104	93.19
276.335	72.19
276.567	75.19
276.799	75.19
277.031	88.19
277.262	83.19
277.494	93.19
277.726	71.19
277.957	72.19
278.189	83.19
278.421	89.19
278.652	100.19
278.884	103.19
279.115	91.19
279.347	78.19
279.579	86.19
279.81	97.19
280.042	95.19
280.273	81.19
280.505	95.19
280.736	83.19
280.968	79.19
281.199	90.19
281.431	81.19
281.662	85.19
281.894	91.19
282.125	77.19
282.356	101.19
282.588	82.19
282.819	95.19
283.051	72.19
283.282	81.19
283.513	79.19
283.745	86.19
283.976	96.19
284.207	80.19
284.439	75.19
284.67	75.19
284.901	81.19
285.132	87.19
285.364	80.19
285.595	81.19
285.826	81.19
286.057	90.19
286.288	82.19
286.52	89.19
286.751	81.19
286.982	86.19
287.213	85.19
287.444	85.19
287.675	86.19
287.906	77.19
288.138	90.19
288.369	85.19
288.6	76.19
288.831	92.19
289.062	81.19
289.293	75.19
289.524	71.19
289.755	83.19
289.986	92.19
290.217	104.19
290.448	89.19
290.679	85.19
290.91	88.19
291.141	95.19
291.371	88.19
291.602	81.19
291.833	101.19
292.064	76.19
292.295	69.19
292.526	72.19
292.757	87.19
292.987	97.19
293.218	90.19
293.449	79.19
293.68	88.19
293.91	80.19
294.141	74.19
294.372	82.19
294.603	81.19
294.833	79.19
295.064	68.19
295.295	87.19
295.525	95.19
295.756	83.19
295.987	87.19
296.217	76.19
296.448	89.19
296.679	86.19
296.909	92.19
297.14	75.19
297.37	90.19
297.601	84.19
297.831	75.19
298.062	89.19
298.292	89.19
